1,99.97,0.5,0.05308015,0.000530802,,
2,99.97,0.5,0.021986518,0.000219865,,
3,99.98,0.5,0.014187446,0.000141874,,
4,99.98,0.5,0.013332649,0.000133326,,
5,99.98,0.5,0.011638698,0.000116387,,
6,49.52,2,0.000445989,4.45989E-06,,
7,49.54,2,0.000444976,4.44976E-06,,
8,49.69,3,0.000674362,6.74362E-06,,
9,49.8,4.333333333,0.000977498,9.77498E-06,,
10,59.88,3,0.001861957,1.86196E-05,,
11,59.93,4.333333333,0.002645371,2.64537E-05,,
12,69.98,2,0.003111703,3.1117E-05,,
13,69.99,3,0.004511917,4.51192E-05,,
14,69.99,4.333333333,0.006214618,6.21462E-05,,
15,79.98,1,0.003393188,3.39319E-05,,
16,80,2,0.006523265,6.52327E-05,,
17,79.99,3,0.00917942,9.17942E-05,,
18,90,1,0.006763294,6.76329E-05,,
19,90,1,0.006440982,6.44098E-05,,
20,90,1.5,0.00913829,9.13829E-05,,
21,90,2,0.011357245,0.000113572,,
22,99.97,0.5,0.006000353,6.00035E-05,,
23,119.96,0.5,0.024240831,0.000242408,,
24,119.98,1,0.040235551,0.000402356,,
25,119.99,1.5,0.047929927,0.000479299,,
26,119.99,2,0.050516135,0.000505161,,
27,139.97,0.5,0.03967539,0.000396754,,
28,139.99,1,0.063405515,0.000634055,,
29,139.99,1.5,0.07018604,0.00070186,,
30,139.99,2,0.068255434,0.000682554,,
31,159.95,0.5,0.04327642,0.000432764,,
32,159.98,1,0.061204608,0.000612046,,
33,159.98,1.5,0.054607475,0.000546075,,
34,159.99,2,0.036629627,0.000366296,,
35,179.94,0.5,0.014840339,0.000148403,,
36,179.97,1,0.018615323,0.000186153,,
37,179.98,1.5,0.010882119,0.000108821,,
38,179.99,2,0.011818949,0.000118189,,
39,199.93,0.5,0.006975334,6.97533E-05,,
40,199.97,1,0.011960676,0.000119607,,
41,199.93,0.5,0.005208362,5.20836E-05,,
42,199.97,1,0.009297939,9.29794E-05,,
43,199.98,1.5,0.011792529,0.000117925,,
44,199.98,2,0.012857251,0.000128573,,
45,219.94,0.5,0.006936504,6.9365E-05,,
46,219.97,1,0.011696467,0.000116965,,
47,219.98,1.5,0.013521653,0.000135217,,
48,219.99,2,0.01279567,0.000127957,,
49,239.93,0.5,0.00558494,5.58494E-05,,
50,239.96,1,0.008497702,8.4977E-05,,
51,239.98,1.5,0.00749791,7.49791E-05,,
52,239.98,2,0.004975179,4.97518E-05,,
53,259.93,0.5,0.001479258,1.47926E-05,,
54,259.96,1,0.002475891,2.47589E-05,,
55,259.98,1.5,0.000465378,4.65378E-06,,
56,259.98,2,0.00053802,5.3802E-06,,
57,279.92,0.5,0.000254129,2.54129E-06,,
58,279.96,1,0.000465365,4.65365E-06,,
59,279.97,1.5,0.000615167,6.15167E-06,,
60,279.98,2,0.000709654,7.09654E-06,,
61,299.91,0.5,0.000317584,3.17584E-06,,
62,299.95,1,0.000581375,5.81375E-06,,
63,299.97,1.5,0.000766482,7.66482E-06,,
64,299.98,2,0.000877936,8.77936E-06,,
65,324.9,0.5,0.000432544,4.32544E-06,,
66,324.95,1,0.000777665,7.77665E-06,,
67,324.97,1.5,0.000997079,9.97079E-06,,
68,324.98,2,0.001101683,1.10168E-05,,
69,349.91,0.5,0.000495181,4.95181E-06,,
70,279.98,3,0.000299036,2.99036E-06,,
71,299.98,2,0.000372457,3.72457E-06,,
72,299.98,3,0.000511059,5.11059E-06,,
73,324.98,2,0.000667789,6.67789E-06,,
74,324.98,3,0.000840802,8.40802E-06,,
75,324.98,3,0.000688313,6.88313E-06,,
76,349.95,1,0.000405019,4.05019E-06,,
77,349.89,2,0.000663521,6.63521E-06,,
78,374.95,1,0.000524637,5.24637E-06,,
79,374.97,2,0.000714553,7.14553E-06,,
80,399.96,1,0.000416338,4.16338E-06,,
81,399.98,2,0.000430582,4.30582E-06,,
82,449.94,1,0.000287813,2.87813E-06,,
